Site,Species,Plot,Tag_ID,Population,GreenhouseID,Clone,Endo,Position,ini_Tiller
KER,POAU,5,495,LA7,203-4B-1B,BL,1,10,9
KER,POAU,5,496,SFAEF,616,BL,1,5,4
KER,POAU,5,497,SFAEF,872,BH,1,11,9
KER,POAU,5,D_KP5_9,SFAEF,4,NA,1,12,29
KER,POAU,5,498,LA1,200-24A,AI,0,7,3
KER,POAU,5,D_KP5_11,LA1,200-3C-4B,BA,0,2,8
KER,POAU,5,D_KP5_12,LA2,84-4G-4,CH,0,6,7
KER,POAU,5,D_KP5_13,LA2,84-5C,BV,0,3,12
KER,POAU,5,499,SFAEF,B8,NA,0,14,18
KER,POAU,5,D_KP5_15,SFAEF,1335,BJ,0,15,8
KER,POAU,6,500,LA7,203-9A,AB,0,1,5
KER,POAU,6,801,LA2,84-1L-3,AU,1,2,4
KER,POAU,6,D_KP6_3,LA7,203-9A,AA,0,3,8
KER,POAU,6,D_KP6_5,LA2,84-5C,BN,0,5,12
KER,POAU,6,D_KP6_6,LA7,203-7A,AU,0,6,12
KER,POAU,6,802,LA7,203-7A,AZ,0,7,4
KER,POAU,6,803,SFAEF,2,AG,1,8,9
KER,POAU,6,D_KP6_9,SFAEF,1328,AA,0,9,8
KER,POAU,6,804,LA2,85-5C,BH,0,10,10
KER,POAU,6,805,LA7,203-4B-1B,BH,1,11,13
KER,POAU,6,806,LA2,84-4G-4,BL,0,12,6
KER,POAU,6,D_KP6_13,SFAEF,1245,AU,0,13,8
KER,POAU,6,807,SFAEF,712,AE,0,14,5
KER,POAU,6,808,SFAEF,1335,BD,0,15,11
KER,POAU,6,809,LA2,84-4G-4,BM,0,16,8
KER,POAU,7,D_KP7_1,LA2,84-4G-4,BS,0,1,6
KER,POAU,7,D_KP7_2,LA2,84-5C,BI,0,2,6
KER,POAU,7,D_KP7_3,SFAEF,1245,AS,0,3,12
KER,POAU,7,784,SFAEF,1335,BE,0,4,7
KER,POAU,7,D_KP7_5,LA2,84-4G-4,BN,0,5,6
KER,POAU,7,D_KP7_6,LA2,84-1L-3,AV,1,6,11
KER,POAU,7,785,SFAEF,1328,AB,0,7,12
KER,POAU,7,D_KP7_8,LA2,84-5C,BT,0,8,6
KER,POAU,7,D_KP7_9,LA7,203-9A,AD,0,9,4
KER,POAU,7,786,LA7,203-4B-1B,BI,1,10,14
KER,POAU,7,787,SFAEF,3,AF,1,11,10
KER,POAU,7,D_KP7_12,LA7,203-7A,AX,0,12,4
KER,POAU,7,D_KP7_13,SFAEF,712,AF,0,13,10
KER,POAU,7,D_KP7_14,LA7,203-9A,AC,0,14,7
KER,POAU,7,788,LA7,203-7A,AY,0,15,16
KER,POAU,8,789,LA2,84-5G-43,J,1,1,26
KER,POAU,8,790,LA2,84-1L-3,BG,1,2,4
KER,POAU,8,791,LA2,84-5G-43,H,1,3,15
KER,POAU,8,792,SFAEF,B10,NA,0,4,9
KER,POAU,8,793,SFAEF,872,BF,1,5,5
KER,POAU,8,794,SFAEF,B68,NA,1,6,5
KER,POAU,8,795,LA2,84-5G-76,A,1,7,21
KER,POAU,8,796,LA2,84-1L-3,BH,1,8,5
KER,POAU,8,797,LA2,84-5C,CC,0,9,7
KER,POAU,8,D_KP8_10,SFAEF,#8,NA,1,10,21
KER,POAU,8,798,LA2,84-1L-3,BN,1,11,4
KER,POAU,8,799,SFAEF,616,BC,1,12,3
KER,POAU,8,294,SFAEF,B62,NA,1,13,11
KER,POAU,8,295,SFAEF,616,BI,1,14,5
KER,POAU,8,296,LA2,84-5C,AS,0,15,5
LAF,AGHY,1,2731,COHR,215-1-15,AA,0,1,5
LAF,AGHY,1,2732,COHR,215-1-15,BK2,0,2,19
LAF,AGHY,1,2733,SJC,211-10-50,AA,0,3,18
LAF,AGHY,1,2734,SJC,134-4-16,AB,1,4,14
LAF,AGHY,1,2735,SJC,211-10-64,AA,0,5,17
LAF,AGHY,1,2736,LPEF,242-7-6U,AJ,0,6,15
LAF,AGHY,1,2737,COHR,35-6-12,AI,1,7,10
LAF,AGHY,1,2738,SJC,211-10-76,AB,0,8,17
LAF,AGHY,1,2739,LPEF,GH-35-3,BP,1,9,7
LAF,AGHY,1,2740,LPEF,242-7-6V,AA,0,10,24
LAF,AGHY,1,2741,COHR,215-2,BL,0,11,11
LAF,AGHY,1,2742,SJC,211-10-70,NA,0,12,15
LAF,AGHY,1,2743,COHR,215-2,AA,0,13,4
LAF,AGHY,1,2744,LPEF,242-2-27,NA,0,14,11
LAF,AGHY,1,2745,LPEF,242-7-6V,AG,0,15,15
LAF,AGHY,2,2746,LPEF,242-7-6U,AN,0,1,11
LAF,AGHY,2,2747,COHR,215-2,AL,0,2,10
LAF,AGHY,2,2748,SJC,134-6-1E,NA,1,3,12
LAF,AGHY,2,D_LA2_4,SCJ,211-10-77,AB,0,4,11
LAF,AGHY,2,2749,COHR,215-1-15,AD2,0,5,12
LAF,AGHY,2,2750,COHR,215-1-15,AA,0,6,17
LAF,AGHY,2,2751,COHR,35-1-33,AA,1,7,21
LAF,AGHY,2,2752,LPEF,GH-35-3,AD,1,8,12
LAF,AGHY,2,2753,LPEF,242-7-6U,AT,0,9,14
LAF,AGHY,2,2754,SJC,211-10-63,AD,0,10,16
LAF,AGHY,2,D_LA2_11,LPEF,GH-35-6,AB,1,11,5
LAF,AGHY,2,2755,COHR,35-6-16,AF,1,12,18
LAF,AGHY,2,2756,SJC,134-6-16,NA,1,13,5
LAF,AGHY,2,2757,SJC,211-10-34,AG,0,14,13
LAF,AGHY,2,2758,LPEF,242-7-6V,AD,0,15,16
LAF,AGHY,3,2774,LPEF,242-7-6V,AF,0,1,12
LAF,AGHY,3,2775,COHR,35-1-15,NA,1,2,22
LAF,AGHY,3,2776,SJC,134-6-1B,NA,1,3,8
LAF,AGHY,3,2777,SJC,134-6-52,NA,1,4,8
LAF,AGHY,3,2778,LPEF,GH-35-3,AF,1,5,8
LAF,AGHY,3,2779,COHR,215-3-45,AG,0,6,28
LAF,AGHY,3,2780,COHR,215-1-15,AI,0,7,10
LAF,AGHY,3,D_LA3_8,SJC,134-6-1F,NA,1,8,2
LAF,AGHY,3,2781,COHR,35-6-16,AG,1,9,21
LAF,AGHY,3,2782,LPEF,GH-35-1,AC,1,10,8
LAF,AGHY,3,2783,LPEF,242-7-6V,BG,0,11,33
LAF,AGHY,3,2784,COHR,35-1-25,AB,1,12,12
LAF,AGHY,3,2785,LPEF,GH-35-6,AD,1,13,12
LAF,AGHY,3,2786,SJC,211-10-63,AB,0,14,27
LAF,AGHY,3,2787,SJC,211-10-79,AB,0,15,24
LAF,AGHY,4,2817,COHR,215-1-15,AW,0,1,15
LAF,AGHY,4,2818,SJC,211-10-81,AB,0,2,19
LAF,AGHY,4,2819,SJC,211-10-77,AA,0,3,15
LAF,AGHY,4,2820,LPEF,242-7-6V,AH,0,4,27
LAF,AGHY,4,D_LA4_5,LPEF,GH-35-3,BO,1,5,7
LAF,AGHY,4,2821,SJC,134-6-53,NA,1,6,8
LAF,AGHY,4,2822,SJC,211-10-81,AA,0,7,9
LAF,AGHY,4,2823,COHR,215-1-15,AV,0,8,15
LAF,AGHY,4,2824,COHR,215-3-45,AE,0,9,12
LAF,AGHY,4,2825,SJC,211-10-77,NA,0,10,17
LAF,AGHY,4,2826,COHR,215-2,AB,0,11,6
LAF,AGHY,4,2827,LPEF,242-7-6U,AK,0,12,21
LAF,AGHY,4,2828,LPEF,242-7-6V,AB,0,13,27
LAF,AGHY,4,2829,COHR,35-6-14,AF,1,14,16
LAF,AGHY,4,2830,LPEF,242-7-6V,CP,0,15,4
LAF,AGHY,5,2759,COHR,35-6-16,NA,1,1,12
LAF,AGHY,5,2760,LPEF,GH-35-6,AF,1,2,16
LAF,AGHY,5,2761,COHR,35-6-15,AD,1,3,15
LAF,AGHY,5,2762,LPEF,GH-35-3,AH,1,4,10
LAF,AGHY,5,2763,COHR,35-1-32,AB,1,5,16
LAF,AGHY,5,2764,SJC,134-6-54,NA,1,6,6
LAF,AGHY,5,2765,LPEF,GH-35-1,AA,1,7,13
LAF,AGHY,5,2766,SJC,211-10-65,AF,0,8,29
LAF,AGHY,5,2767,LPEF,242-6-6V,BA,0,9,53
LAF,AGHY,5,2768,SJC,134-6-55,NA,1,10,9
LAF,AGHY,5,2769,SJC,134-6-56,NA,1,11,9
LAF,AGHY,5,2770,LPEF,GH-35-8,AS,1,12,18
LAF,AGHY,5,2771,COHR,35-1-33,AB,1,13,17
LAF,AGHY,5,2772,SJC,134-6-57,NA,1,14,7
LAF,AGHY,5,2773,COHR,215-1-15,AH2,0,15,16
LAF,AGHY,6,D_LA6_1,LPEF,242-7-6V,AE,0,1,14
LAF,AGHY,6,2831,LPEF,GH-35-3,AE,1,2,10
LAF,AGHY,6,2832,COHR,215-1-15,AO,0,3,13
LAF,AGHY,6,2833,SJC,211-10-79,NA,0,4,28
LAF,AGHY,6,2834,COHR,26-8-4,NA,1,5,17
LAF,AGHY,6,2835,COHR,35-1-27,AZ,1,6,17
LAF,AGHY,6,D_LA6_7,COHR,35-1-40,AA,1,7,19
LAF,AGHY,6,2836,COHR,215-2,BB,0,8,9
LAF,AGHY,6,2837,LPEF,GH-35-6,AC,1,9,19
LAF,AGHY,6,2838,LPEF,242-7-6V,BF,0,10,32
LAF,AGHY,6,2839,LPEF,GH-35-1,AD,1,11,16
LAF,AGHY,6,2840,SJC,134-6-58,NA,1,12,7
LAF,AGHY,6,2841,SJC,40-1-2,NA,1,13,5
LAF,AGHY,6,2842,SJC,134-6-33,NA,1,14,3
LAF,AGHY,6,2843,SJC,211-10-79,AA,0,15,37
LAF,AGHY,7,2803,LPEF,242-7-6V,AU,0,1,18
LAF,AGHY,7,2804,SJC,134-6-35,NA,1,2,5
LAF,AGHY,7,2805,LPEF,GH-35-1,AB,1,3,11
LAF,AGHY,7,2806,SJC,211-10-88,NA,0,4,12
LAF,AGHY,7,2807,COHR,215-1-15,AF2,0,5,9
LAF,AGHY,7,D_LA7_6,SJC,134-6-42,NA,1,6,5
LAF,AGHY,7,2808,LPEF,GH-35-8,AM,1,7,6
LAF,AGHY,7,2809,SJC,134-6-41,NA,1,8,4
LAF,AGHY,7,2810,COHR,26-8-4,AA,1,9,12
LAF,AGHY,7,2811,LPEF,GH-35-3,AC,1,10,10
LAF,AGHY,7,2812,COHR,35-6-7,AA,1,11,15
LAF,AGHY,7,2813,LPEF,GH-35-6,AE,1,12,4
LAF,AGHY,7,2814,COHR,35-1-27,AB,1,13,5
LAF,AGHY,7,2815,COHR,35-1-44,AG,1,14,8
LAF,AGHY,7,2816,SJC,134-6-34,NA,1,15,8
LAF,AGHY,8,2788,LPEF,242-7-6U,BA,0,1,16
LAF,AGHY,8,2789,SJC,211-10-76,AA,0,2,21
LAF,AGHY,8,2790,COHR,215-1-15,AA2,0,3,14
LAF,AGHY,8,2791,COHR,35-1-36,AC,1,4,17
LAF,AGHY,8,2792,LPEF,GH-35-3,BA,1,5,7
LAF,AGHY,8,2793,LPEF,242-7-6U,AG,0,6,15
LAF,AGHY,8,2794,SJC,134-6-40,NA,1,7,8
LAF,AGHY,8,2795,COHR,215-1-15,AB2,0,8,14
LAF,AGHY,8,2796,SJC,211-10-76,NA,0,9,22
LAF,AGHY,8,2797,LPEF,GH-35-6,AG,1,10,5
LAF,AGHY,8,2798,SJC,211-10-81,NA,0,11,17
LAF,AGHY,8,2799,SJC,134-6-39,NA,1,12,7
LAF,AGHY,8,2800,COHR,215-2,AK,0,13,15
LAF,AGHY,8,2801,COHR,26-8-1,NA,1,14,12
LAF,AGHY,8,2802,LPEF,242-7-6V,AN,0,15,19
LAF,ELVI,1,2577,PALM,220D,AU,1,1,6
LAF,ELVI,1,2578,JLP,110-2a-13-c,AO,1,2,2
LAF,ELVI,1,2579,JLP,110-44L-10,AA2,1,3,4
LAF,ELVI,1,2580,PALM,225,AB,1,4,1
LAF,ELVI,1,2581,JLP,109-19A-25,AD,1,5,5
LAF,ELVI,1,2582,RL5,C13,NA,1,6,7
LAF,ELVI,1,2583,PALM,239,AB,1,7,3
LAF,ELVI,1,2584,PALM,79,AH,0,8,5
LAF,ELVI,1,2585,HUNT,E18,NA,1,9,5
LAF,ELVI,1,2586,JLP,110-44L-10,AA,1,10,1
LAF,ELVI,1,2587,PALM,110-5A-8,AA,1,11,2
LAF,ELVI,1,2588,PALM,A13,NA,0,12,5
LAF,ELVI,1,2589,JLP,110-5A-1L,NA,0,13,2
LAF,ELVI,1,2590,PALM,218B,AO,1,14,3
LAF,ELVI,1,2591,PALM,101,AH,1,15,3
LAF,ELVI,2,2558,PALM,222-A,AB,1,1,1
LAF,ELVI,2,2559,SHS,106-150A-4B,AC,1,2,3
LAF,ELVI,2,D_LE2_3,PALM,A28,NA,0,3,5
LAF,ELVI,2,2560,RL5,C35,NA,0,4,19
LAF,ELVI,2,2561,PALM,228C,AS,1,5,5
LAF,ELVI,2,2562,HUNT,E17,NA,0,6,5
LAF,ELVI,2,2563,PALM,B20,NA,0,7,4
LAF,ELVI,2,2564,RL5,C1,NA,1,8,10
LAF,ELVI,2,2565,PALM,220D,AQ,1,9,5
LAF,ELVI,2,2566,JLP,110-2a-13c,AD,1,10,5
LAF,ELVI,2,2567,PALM,B28,NA,0,11,14
LAF,ELVI,2,2568,JLP,110-5A-3B,NA,0,12,2
LAF,ELVI,2,2569,PALM,B42,NA,0,13,5
LAF,ELVI,2,2570,PALM,B49,NA,0,14,8
LAF,ELVI,2,2571,JLP,110-5A-1E,NA,0,15,3
LAF,ELVI,3,2544,JLP,110-5A-1K,NA,0,1,1
LAF,ELVI,3,2545,PALM,B24,NA,0,2,4
LAF,ELVI,3,2546,JLP,110-2A-13D,AL,1,3,4
LAF,ELVI,3,2547,PALM,218D,AA,1,4,5
LAF,ELVI,3,2548,SHS,106-36A-33A,AH,1,5,3
LAF,ELVI,3,2549,PALM,220D,AX,1,6,6
LAF,ELVI,3,2550,PALM,A5,NA,0,7,7
LAF,ELVI,3,2551,JLP,110-2a-13-c,AB,1,8,4
LAF,ELVI,3,2552,HUNT,F8,NA,1,9,5
LAF,ELVI,3,2553,RL5,D20,NA,1,10,1
LAF,ELVI,3,D_LE3_11,PALM,218B,AA,1,11,6
LAF,ELVI,3,2554,PALM,A42,NA,0,12,4
LAF,ELVI,3,2555,PALM,B2,NA,1,13,4
LAF,ELVI,3,2556,RL5,D8,NA,0,14,6
LAF,ELVI,3,2557,PALM,A12,NA,1,15,5
LAF,ELVI,4,D_LE4_1,PALM,B4,NA,0,1,7
LAF,ELVI,4,D_LE4_2,PALM,A23,NA,0,2,5
LAF,ELVI,4,D_LE4_3,PALM,A22,NA,0,3,2
LAF,ELVI,4,2543,PALM,A8,NA,0,4,8
LAF,ELVI,4,D_LE4_5,PALM,B26,NA,0,5,7
LAF,ELVI,4,D_LE4_6,JLP,110-5A-1I,NA,0,6,2
LAF,ELVI,4,2536,RL5,C10,NA,0,7,6
LAF,ELVI,4,D_LE4_8,JLP,110-5A-1D,NA,0,8,3
LAF,ELVI,4,D_LE4_9,RL5,C14,NA,1,9,15
LAF,ELVI,4,2537,PALM,218D,AB,1,10,4
LAF,ELVI,4,2538,JLP,110-2a-13-c,AA,1,11,5
LAF,ELVI,4,2542,HUNT,F11,NA,0,12,4
LAF,ELVI,4,2539,PALM,A19,NA,0,13,10
LAF,ELVI,4,2540,PALM,B18,NA,0,14,7
LAF,ELVI,4,2541,JLP,110-5A-3C,NA,0,15,3
LAF,ELVI,5,D_LE5_1,JLP,110-2a-13-c,AC,1,1,1
LAF,ELVI,5,D_LE5_2,PALM,225,AA,1,2,6
LAF,ELVI,5,D_LE5_3,PALM,226,AA,1,3,3
LAF,ELVI,5,2638,PALM,A20,AA,1,4,6
LAF,ELVI,5,2639,PALM,228C,AI,1,5,7
LAF,ELVI,5,2640,PALM,102-B,AA,0,6,2
LAF,ELVI,5,D_LE5_7,RL5,C44,NA,0,7,7
LAF,ELVI,5,2641,RL5,D24,NA,1,8,6
LAF,ELVI,5,2642,JLP,110-5A-1B,NA,0,9,2
LAF,ELVI,5,2643,PALM,220D,AV,1,10,3
LAF,ELVI,5,2644,JLP,109-19A-25,AJ,1,11,1
LAF,ELVI,5,2645,PALM,110-5A-8,AI,1,12,4
LAF,ELVI,5,D_LE5_13,JLP,110-2A-13D,AJ,1,13,2
LAF,ELVI,5,D_LE5_14,SHS,106-150A-4B,AB,1,14,4
LAF,ELVI,5,2646,PALM,238,AD,1,15,4
LAF,ELVI,6,D_LE6_1,PALM,101,AJ,1,1,5
LAF,ELVI,6,D_LE6_2,PALM,A25,NA,0,2,11
LAF,ELVI,6,2630,PALM,228C,AA,1,3,5
LAF,ELVI,6,2631,RL5,C12,NA,1,4,10
LAF,ELVI,6,D_LE6_5,JLP,110-5A-1C,NA,0,5,1
LAF,ELVI,6,D_LE6_6,PALM,A3,NA,0,6,3
LAF,ELVI,6,2632,PALM,79,AJ,0,7,4
LAF,ELVI,6,2633,PALM,B25,NA,0,8,4
LAF,ELVI,6,2634,JLP,109-19A-25,AA,1,9,6
LAF,ELVI,6,D_LE6_10,RL5,C15,NA,0,10,8
LAF,ELVI,6,D_LE6_11,SHS,106-36A-33A,AD,1,11,2
LAF,ELVI,6,2635,PALM,218B,AR,1,12,1
LAF,ELVI,6,2636,PALM,220D,AS,1,13,10
LAF,ELVI,6,2637,PALM,220B,AA,1,14,8
LAF,ELVI,6,D_LE6_15,JLP,110-44L-10,AH,1,15,1
LAF,ELVI,7,2615,PALM,102-B,AF,0,1,4
LAF,ELVI,7,2616,JLP,110-2A-22,AF,1,2,4
LAF,ELVI,7,2617,JLP,110-5A-3A,NA,0,3,2
LAF,ELVI,7,2618,PALM,B43,NA,0,4,8
LAF,ELVI,7,2619,PALM,220D,AT,1,5,2
LAF,ELVI,7,2620,PALM,A27,AA,0,6,4
LAF,ELVI,7,2621,RL5,D21,NA,1,7,7
LAF,ELVI,7,2622,JLP,110-5A-1F,NA,0,8,2
LAF,ELVI,7,2623,PALM,79,AL,0,9,5
LAF,ELVI,7,2624,HUNT,E19,NA,1,10,4
LAF,ELVI,7,2625,PALM,110,AM,1,11,7
LAF,ELVI,7,2626,PALM,101,AC,1,12,4
LAF,ELVI,7,2627,PALM,B45,NA,0,13,8
LAF,ELVI,7,2628,PALM,B23,NA,0,14,8
LAF,ELVI,7,2629,RL5,D9,NA,0,15,8
LAF,ELVI,8,2601,PALM,A14,NA,0,1,7
LAF,ELVI,8,2602,PALM,B19,NA,0,2,8
LAF,ELVI,8,D_LE8_3,JLP,110-5A-1A,NA,0,3,3
LAF,ELVI,8,2603,JLP,110-5A-3D,NA,0,4,1
LAF,ELVI,8,2604,SHS,106-36A-33A,AI,1,5,3
LAF,ELVI,8,2605,PALM,A15,NA,1,6,8
LAF,ELVI,8,2606,PALM,B41,NA,0,7,4
LAF,ELVI,8,2607,RL5,D7,NA,0,8,9
LAF,ELVI,8,2608,PALM,79,AG,0,9,3
LAF,ELVI,8,2609,JLP,110-5A-1H,NA,0,10,2
LAF,ELVI,8,2610,JLP,110-2A-21,AA,1,11,3
LAF,ELVI,8,2611,PALM,A10,NA,0,12,4
LAF,ELVI,8,2612,PALM,102-B,AB,0,13,2
LAF,ELVI,8,2613,PALM,A6,NA,0,14,4
LAF,ELVI,8,2614,HUNT,E10,NA,0,15,4
LAF,POAU,1,2874,LA2,84-1L-3,CM,1,1,10
LAF,POAU,1,2875,SFAEF,201-15,AC,1,2,18
LAF,POAU,1,2876,LA2,84-1L-3,BQ,1,3,6
LAF,POAU,1,2877,SFAEF,872,AM,1,4,3
LAF,POAU,1,2878,LA7,203-4B-1B,AO,1,5,7
LAF,POAU,1,2879,LA1,200-24A,AA,0,6,1
LAF,POAU,1,2880,LA2,84-4G-4,BX,0,7,5
LAF,POAU,1,2881,LA2,84-5C,BK,0,8,5
LAF,POAU,1,2882,LA1,201-30B-6,AA,1,9,8
LAF,POAU,1,2883,LA7,203-4B-1B,AM,1,10,6
LAF,POAU,1,2884,SFAEF,1335,AQ,0,11,1
LAF,POAU,1,2885,LA1,200-3C-4B,AG,0,12,7
LAF,POAU,1,2886,SFAEF,616,BU,1,13,1
LAF,POAU,1,2887,SFAEF,712,AG,0,14,2
LAF,POAU,1,2888,LA2,84-5G-40,AK,1,15,4
LAF,POAU,2,2889,LA2,84-4G-4,AA,0,1,2
LAF,POAU,2,2890,SFAEF,616,AK,1,2,4
LAF,POAU,2,2891,LA2,84-1L RL2L-4,NA,1,3,30
LAF,POAU,2,2892,SFAEF,1328,AQ,0,4,9
LAF,POAU,2,2893,SFAEF,872,AA,1,5,7
LAF,POAU,2,2894,LA2,84-1L-3,AC,1,6,4
LAF,POAU,2,2895,LA2,84-4G-4,AG,0,7,3
LAF,POAU,2,2896,SFAEF,1245,AE,0,8,4
LAF,POAU,2,2897,LA1,200-24A,AE,0,9,4
LAF,POAU,2,2898,LA1,201-30B-6,AF,1,10,4
LAF,POAU,2,2899,LA1,201-29A,AE,0,11,5
LAF,POAU,2,2900,LA1,200-3C-4B,AU,0,12,15
LAF,POAU,2,2901,LA1,201-30B-6,AC,1,13,4
LAF,POAU,2,2902,LA2,84-5C,AX,0,14,4
LAF,POAU,2,2903,SFAEF,1335,BI,0,15,4
LAF,POAU,3,2859,LA1,201-30B-6,CD,1,1,2
LAF,POAU,3,2860,SFAEF,616,AO,1,2,2
LAF,POAU,3,2861,LA2,84-5G-41,A,1,3,19
LAF,POAU,3,2862,LA1,201-30B-6,CP,1,4,3
LAF,POAU,3,2863,LA1,200-24A,AF,0,5,4
LAF,POAU,3,2864,LA1,201-30B-6,AX,1,6,6
LAF,POAU,3,2865,LA2,84-5G-40,AI,1,7,8
LAF,POAU,3,2866,LA2,84-5G-41,E,1,8,20
LAF,POAU,3,2867,LA1,201-30B-6,CO,1,9,5
LAF,POAU,3,2868,LA2,84-4G-4,CJ,0,10,3
LAF,POAU,3,2869,LA1,201-30B-6,CN,1,11,5
LAF,POAU,3,2870,SFAEF,8B-18,NA,0,12,18
LAF,POAU,3,2871,SFAEF,872,AP,1,13,2
LAF,POAU,3,2872,SFAEF,616,AP,1,14,1
LAF,POAU,3,2873,LA2,84-5G-43,M,1,15,19
LAF,POAU,4,2844,LA1,201-30B-6,AW,1,1,8
LAF,POAU,4,2845,LA1,201-30B-6,BS,1,2,4
LAF,POAU,4,2846,LA2,84-5G-43,G,1,3,14
LAF,POAU,4,2847,LA1,200-24A,AO,0,4,4
LAF,POAU,4,2848,LA1,201-30B-6,BR,1,5,3
LAF,POAU,4,2849,LA1,201-30B-6,CE,1,6,8
LAF,POAU,4,2850,SFAEF,872,AO,1,7,2
LAF,POAU,4,2851,LA2,84-5G-41,BC,1,8,6
LAF,POAU,4,2852,SFAEF,616,AN,1,9,3
LAF,POAU,4,2853,SFAEF,8B-17,NA,0,10,9
LAF,POAU,4,2854,LA1,201-30B-6,CR,1,11,7
LAF,POAU,4,2855,LA2,84-5G-41,BB,1,12,12
LAF,POAU,4,2856,LA2,84-5G-40,AH,1,13,10
LAF,POAU,4,2857,LA2,84-4G-4,CI,0,14,3
LAF,POAU,4,2858,SFAEF,616,AM,1,15,3
LAF,POAU,5,2904,SFAEF,2,AA,1,1,5
LAF,POAU,5,2905,LA7,203-4B-1B,AA,1,2,9
LAF,POAU,5,2906,SFAEF,1328,AX,0,3,6
LAF,POAU,5,2907,LA2,84-5C,AF,0,4,2
LAF,POAU,5,2908,SFAEF,1328,AW,0,5,5
LAF,POAU,5,2909,LA2,84-4G-4,AC,0,6,1
LAF,POAU,5,2910,LA7,203-7A,AA,0,7,10
LAF,POAU,5,2911,LA2,84-1L-3,AA,1,8,5
LAF,POAU,5,2912,SFAEF,1,AC,0,9,7
LAF,POAU,5,2913,LA7,203-9A,AV,0,10,10
LAF,POAU,5,2914,LA7,203-9A,AU,0,11,4
LAF,POAU,5,2915,LA7,203-7A,AB,0,12,7
LAF,POAU,5,2916,LA2,84-5C,AE,0,13,3
LAF,POAU,5,2917,SFAEF,1245,AA,0,14,1
LAF,POAU,5,2918,LA2,84-4G-4,AB,0,15,3
LAF,POAU,6,2919,LA2,84-4G-4,AD,0,1,3
LAF,POAU,6,2920,LA2,84-5G-40,AB,1,2,10
LAF,POAU,6,2921,LA1,200-3C-4B,BL,0,3,4
LAF,POAU,6,2922,SFAEF,1245,AQ,0,4,7
LAF,POAU,6,2923,LA1,201-29A,AB,0,5,3
LAF,POAU,6,2924,LA1,201-30B-6,BD,1,6,5
LAF,POAU,6,2925,LA2,84-4G-4,AH,0,7,4
LAF,POAU,6,2926,LA2,84-1L-3,AD,1,8,5
LAF,POAU,6,2927,SFAEF,872,AB,1,9,5
LAF,POAU,6,2928,LA2,84-5C,AT,0,10,6
LAF,POAU,6,2929,LA1,201-30B-6,BY,1,11,6
LAF,POAU,6,2930,SFAEF,616,AL,1,12,4
LAF,POAU,6,2931,SFAEF,1335,AC,0,13,1
LAF,POAU,6,2932,LA1,200-24A,AF,0,14,2
LAF,POAU,6,2933,SFAEF,1328,AR,0,15,6
LAF,POAU,7,2934,LA2,84-1L-3,AB,1,1,6
LAF,POAU,7,2935,LA7,203-7A,AH,0,2,11
LAF,POAU,7,2936,SFAEF,1335,AE,0,3,1
LAF,POAU,7,2937,LA7,203-9A,AR,0,4,7
LAF,POAU,7,2938,SFAEF,1245,AC,0,5,1
LAF,POAU,7,2939,LA7,203-7A,AQ,0,6,15
LAF,POAU,7,2940,SFAEF,1328,AY,0,7,7
LAF,POAU,7,2941,LA2,84-5C,AM,0,8,4
LAF,POAU,7,2942,LA7,203-9A,AQ,0,9,9
LAF,POAU,7,2943,LA7,203-4B-1B,AB,1,10,8
LAF,POAU,7,2944,LA2,84-4G-4,AF,0,11,1
LAF,POAU,7,2945,SFAEF,3,AA,1,12,7
LAF,POAU,7,2946,SFAEF,1,AD,0,13,7
LAF,POAU,7,2947,LA2,84-4G-4,AE,0,14,2
LAF,POAU,7,2948,LA2,84-5C,AG,0,15,3
LAF,POAU,8,2949,LA7,203-4B-1B,AG,1,1,6
LAF,POAU,8,2950,LA1,200-3C-4B,BH,0,2,5
LAF,POAU,8,2951,SFAEF,872,AN,1,3,10
LAF,POAU,8,2952,LA1,200-24A,AB,0,4,4
LAF,POAU,8,2953,SFAEF,616,BV,1,5,11
LAF,POAU,8,2954,LA2,84-5G-40,AL,1,6,4
LAF,POAU,8,2955,SFAEF,1335,AZ,0,7,1
LAF,POAU,8,2956,LA2,84-5G-41,B,1,8,10
LAF,POAU,8,2957,LA2,84-5G-41,BG,1,9,11
LAF,POAU,8,2958,LA1,201-30B-6,AB,1,10,4
LAF,POAU,8,2959,LA7,203-4B-1B,AN,1,11,10
LAF,POAU,8,2960,SFAEF,712,AH,0,12,3
LAF,POAU,8,2961,SFAEF,201-15,AD,1,13,5
LAF,POAU,8,2962,LA2,84-5C,BL,0,14,4
LAF,POAU,8,2963,LA2,84-4G-4,BY,0,15,3
SON,AGHY,1,D_SA1_1,LPEF,GH-35-3,BL,1,1,4
SON,AGHY,1,D_SA1_2,LPEF,GH-35-1,AK,1,2,8
SON,AGHY,1,D_SA1_3,COHR,26-8-6,NA,1,3,14
SON,AGHY,1,D_SA1_4,SJC,134-6-10,NA,1,4,3
SON,AGHY,1,D_SA1_5,COHR,215-1-15,BN,0,5,13
SON,AGHY,1,D_SA1_6,SJC,211-10-78,NA,0,6,18
SON,AGHY,1,D_SA1_7,COHR,26-8-1,AB,1,7,9
SON,AGHY,1,D_SA1_8,SJC,134-6-10,NA,1,8,10
SON,AGHY,1,D_SA1_9,LPEF,GH-35-6,BA,1,9,9
SON,AGHY,1,D_SA1_10,LPEF,GH-35-8,AN,1,10,14
